"Utility Type","Utility Name","Year","Ag & Water Pump","Commercial Building","Commercial Other","Industry","Mining & Construction","Residential","Total Usage"
"Western Area Power Agency","Southwest Gas Corporation","1999","       0.213474","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.213474"
"Western Area Power Agency","Southwest Gas Corporation","1999","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      55.409257","      55.409257"
"Western Area Power Agency","Southwest Gas Corporation","1999","       0.000000","       0.000000","       0.000000","       0.000000","       4.315921","       0.000000","       4.315921"
"Western Area Power Agency","Southwest Gas Corporation","1999","       0.000000","       0.000000","       0.000000","      17.211617","       0.000000","       0.000000","      17.211617"
"Western Area Power Agency","Southwest Gas Corporation","1999","       0.000000","      17.287158","       0.000000","       0.000000","       0.000000","       0.000000","      17.287158"
"Western Area Power Agency","Southwest Gas Corporation","1999","       0.000000","       0.000000","       2.913671","       0.000000","       0.000000","       0.000000","       2.913671"
"Western Area Power Agency","Southwest Gas Corporation","2000","       0.000000","       0.000000","       2.799877","       0.000000","       0.000000","       0.000000","       2.799877"
"Western Area Power Agency","Southwest Gas Corporation","2000","       0.000000","      16.591564","       0.000000","       0.000000","       0.000000","       0.000000","      16.591564"
"Western Area Power Agency","Southwest Gas Corporation","2000","       0.000000","       0.000000","       0.000000","      16.258966","       0.000000","       0.000000","      16.258966"
"Western Area Power Agency","Southwest Gas Corporation","2000","       0.000000","       0.000000","       0.000000","       0.000000","       3.632813","       0.000000","       3.632813"
"Western Area Power Agency","Southwest Gas Corporation","2000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      75.120000","      75.120000"
"Western Area Power Agency","Southwest Gas Corporation","2000","       0.171448","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.171448"
"Western Area Power Agency","Southwest Gas Corporation","2001","       0.154262","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.154262"
"Western Area Power Agency","Southwest Gas Corporation","2001","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      63.460170","      63.460170"
"Western Area Power Agency","Southwest Gas Corporation","2001","       0.000000","       0.000000","       0.000000","       0.000000","       2.355132","       0.000000","       2.355132"
"Western Area Power Agency","Southwest Gas Corporation","2001","       0.000000","       0.000000","       0.000000","      14.890982","       0.000000","       0.000000","      14.890982"
"Western Area Power Agency","Southwest Gas Corporation","2001","       0.000000","      14.351115","       0.000000","       0.000000","       0.000000","       0.000000","      14.351115"
"Western Area Power Agency","Southwest Gas Corporation","2001","       0.000000","       0.000000","       2.104666","       0.000000","       0.000000","       0.000000","       2.104666"
"Western Area Power Agency","Southwest Gas Corporation","2002","       0.000000","       0.000000","       3.283529","       0.000000","       0.000000","       0.000000","       3.283529"
"Western Area Power Agency","Southwest Gas Corporation","2002","       0.000000","      15.292441","       0.000000","       0.000000","       0.000000","       0.000000","      15.292441"
"Western Area Power Agency","Southwest Gas Corporation","2002","       0.000000","       0.000000","       0.000000","      16.963170","       0.000000","       0.000000","      16.963170"
"Western Area Power Agency","Southwest Gas Corporation","2002","       0.000000","       0.000000","       0.000000","       0.000000","       3.120520","       0.000000","       3.120520"
"Western Area Power Agency","Southwest Gas Corporation","2002","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      65.907387","      65.907387"
"Western Area Power Agency","Southwest Gas Corporation","2002","       0.172811","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.172811"
"Western Area Power Agency","Southwest Gas Corporation","2003","       0.153652","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.153652"
"Western Area Power Agency","Southwest Gas Corporation","2003","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      69.764203","      69.764203"
"Western Area Power Agency","Southwest Gas Corporation","2003","       0.000000","       0.000000","       0.000000","       0.000000","       3.890378","       0.000000","       3.890378"
"Western Area Power Agency","Southwest Gas Corporation","2003","       0.000000","       0.000000","       0.000000","      15.777010","       0.000000","       0.000000","      15.777010"
"Western Area Power Agency","Southwest Gas Corporation","2003","       0.000000","      20.420157","       0.000000","       0.000000","       0.000000","       0.000000","      20.420157"
"Western Area Power Agency","Southwest Gas Corporation","2003","       0.000000","       0.000000","       2.739279","       0.000000","       0.000000","       0.000000","       2.739279"
"Western Area Power Agency","Southwest Gas Corporation","2004","       0.000000","       0.000000","       3.066556","       0.000000","       0.000000","       0.000000","       3.066556"
"Western Area Power Agency","Southwest Gas Corporation","2004","       0.000000","      24.664023","       0.000000","       0.000000","       0.000000","       0.000000","      24.664023"
"Western Area Power Agency","Southwest Gas Corporation","2004","       0.000000","       0.000000","       0.000000","       8.183752","       0.000000","       0.000000","       8.183752"
"Western Area Power Agency","Southwest Gas Corporation","2004","       0.000000","       0.000000","       0.000000","       0.000000","       3.140530","       0.000000","       3.140530"
"Western Area Power Agency","Southwest Gas Corporation","2004","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      83.952157","      83.952157"
"Western Area Power Agency","Southwest Gas Corporation","2004","       0.546896","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.546896"
"Western Area Power Agency","Southwest Gas Corporation","2005","       0.284242","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.284242"
"Western Area Power Agency","Southwest Gas Corporation","2005","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      77.206694","      77.206694"
"Western Area Power Agency","Southwest Gas Corporation","2005","       0.000000","       0.000000","       0.000000","       0.000000","       1.140449","       0.000000","       1.140449"
"Western Area Power Agency","Southwest Gas Corporation","2005","       0.000000","       0.000000","       0.000000","       1.783158","       0.000000","       0.000000","       1.783158"
"Western Area Power Agency","Southwest Gas Corporation","2005","       0.000000","      22.914579","       0.000000","       0.000000","       0.000000","       0.000000","      22.914579"
"Western Area Power Agency","Southwest Gas Corporation","2005","       0.000000","       0.000000","       3.240185","       0.000000","       0.000000","       0.000000","       3.240185"
"Western Area Power Agency","Southwest Gas Corporation","2006","       0.000000","       0.000000","      12.946195","       0.000000","       0.000000","       0.000000","      12.946195"
"Western Area Power Agency","Southwest Gas Corporation","2006","       0.000000","      33.068439","       0.000000","       0.000000","       0.000000","       0.000000","      33.068439"
"Western Area Power Agency","Southwest Gas Corporation","2006","       0.000000","       0.000000","       0.000000","       6.760901","       0.000000","       0.000000","       6.760901"
"Western Area Power Agency","Southwest Gas Corporation","2006","       0.000000","       0.000000","       0.000000","       0.000000","       1.659844","       0.000000","       1.659844"
"Western Area Power Agency","Southwest Gas Corporation","2006","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      93.944132","      93.944132"
"Western Area Power Agency","Southwest Gas Corporation","2006","       0.085457","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.085457"
"Western Area Power Agency","Southwest Gas Corporation","2007","       0.112819","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.112819"
"Western Area Power Agency","Southwest Gas Corporation","2007","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      93.184322","      93.184322"
"Western Area Power Agency","Southwest Gas Corporation","2007","       0.000000","       0.000000","       0.000000","       0.000000","       0.074804","       0.000000","       0.074804"
"Western Area Power Agency","Southwest Gas Corporation","2007","       0.000000","       0.000000","       0.000000","       1.650600","       0.000000","       0.000000","       1.650600"
"Western Area Power Agency","Southwest Gas Corporation","2007","       0.000000","      33.301972","       0.000000","       0.000000","       0.000000","       0.000000","      33.301972"
"Western Area Power Agency","Southwest Gas Corporation","2007","       0.000000","       0.000000","      13.391806","       0.000000","       0.000000","       0.000000","      13.391806"
"Western Area Power Agency","Southwest Gas Corporation","2008","       0.000000","       0.000000","       6.556773","       0.000000","       0.000000","       0.000000","       6.556773"
"Western Area Power Agency","Southwest Gas Corporation","2008","       0.000000","      30.266810","       0.000000","       0.000000","       0.000000","       0.000000","      30.266810"
"Western Area Power Agency","Southwest Gas Corporation","2008","       0.000000","       0.000000","       0.000000","       3.835001","       0.000000","       0.000000","       3.835001"
"Western Area Power Agency","Southwest Gas Corporation","2008","       0.000000","       0.000000","       0.000000","       0.000000","       0.955771","       0.000000","       0.955771"
"Western Area Power Agency","Southwest Gas Corporation","2008","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      92.882479","      92.882479"
"Western Area Power Agency","Southwest Gas Corporation","2008","       0.084255","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.084255"
"Western Area Power Agency","Southwest Gas Corporation","2009","       0.105908","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.105908"
"Western Area Power Agency","Southwest Gas Corporation","2009","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      94.857783","      94.857783"
"Western Area Power Agency","Southwest Gas Corporation","2009","       0.000000","       0.000000","       0.000000","       0.000000","       0.985931","       0.000000","       0.985931"
"Western Area Power Agency","Southwest Gas Corporation","2009","       0.000000","       0.000000","       0.000000","       2.330084","       0.000000","       0.000000","       2.330084"
"Western Area Power Agency","Southwest Gas Corporation","2009","       0.000000","      32.901737","       0.000000","       0.000000","       0.000000","       0.000000","      32.901737"
"Western Area Power Agency","Southwest Gas Corporation","2009","       0.000000","       0.000000","       6.809945","       0.000000","       0.000000","       0.000000","       6.809945"
"Western Area Power Agency","Southwest Gas Corporation","2010","       0.000000","       0.000000","       6.055789","       0.000000","       0.000000","       0.000000","       6.055789"
"Western Area Power Agency","Southwest Gas Corporation","2010","       0.000000","      31.190567","       0.000000","       0.000000","       0.000000","       0.000000","      31.190567"
"Western Area Power Agency","Southwest Gas Corporation","2010","       0.000000","       0.000000","       0.000000","       2.443296","       0.000000","       0.000000","       2.443296"
"Western Area Power Agency","Southwest Gas Corporation","2010","       0.000000","       0.000000","       0.000000","       0.000000","       1.052816","       0.000000","       1.052816"
"Western Area Power Agency","Southwest Gas Corporation","2010","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      98.700778","      98.700778"
"Western Area Power Agency","Southwest Gas Corporation","2010","       0.087388","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.087388"
"Western Area Power Agency","Southwest Gas Corporation","2011","       0.080871","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.080871"
"Western Area Power Agency","Southwest Gas Corporation","2011","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","     100.596766","     100.596766"
"Western Area Power Agency","Southwest Gas Corporation","2011","       0.000000","       0.000000","       0.000000","       0.000000","       0.931737","       0.000000","       0.931737"
"Western Area Power Agency","Southwest Gas Corporation","2011","       0.000000","       0.000000","       0.000000","       4.054247","       0.000000","       0.000000","       4.054247"
"Western Area Power Agency","Southwest Gas Corporation","2011","       0.000000","      31.805211","       0.000000","       0.000000","       0.000000","       0.000000","      31.805211"
"Western Area Power Agency","Southwest Gas Corporation","2011","       0.000000","       0.000000","       7.969793","       0.000000","       0.000000","       0.000000","       7.969793"
"Western Area Power Agency","Southwest Gas Corporation","2012","       0.000000","       0.000000","       5.596741","       0.000000","       0.000000","       0.000000","       5.596741"
"Western Area Power Agency","Southwest Gas Corporation","2012","       0.000000","      29.701974","       0.000000","       0.000000","       0.000000","       0.000000","      29.701974"
"Western Area Power Agency","Southwest Gas Corporation","2012","       0.000000","       0.000000","       0.000000","       4.087780","       0.000000","       0.000000","       4.087780"
"Western Area Power Agency","Southwest Gas Corporation","2012","       0.000000","       0.000000","       0.000000","       0.000000","       0.597062","       0.000000","       0.597062"
"Western Area Power Agency","Southwest Gas Corporation","2012","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      93.704399","      93.704399"
"Western Area Power Agency","Southwest Gas Corporation","2012","       0.068371","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.068371"
"Western Area Power Agency","Southwest Gas Corporation","2013","       0.069101","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.069101"
"Western Area Power Agency","Southwest Gas Corporation","2013","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      98.638885","      98.638885"
"Western Area Power Agency","Southwest Gas Corporation","2013","       0.000000","       0.000000","       0.000000","       0.000000","       0.642820","       0.000000","       0.642820"
"Western Area Power Agency","Southwest Gas Corporation","2013","       0.000000","       0.000000","       0.000000","       5.314247","       0.000000","       0.000000","       5.314247"
"Western Area Power Agency","Southwest Gas Corporation","2013","       0.000000","      30.914988","       0.000000","       0.000000","       0.000000","       0.000000","      30.914988"
"Western Area Power Agency","Southwest Gas Corporation","2013","       0.000000","       0.000000","       4.159814","       0.000000","       0.000000","       0.000000","       4.159814"
"Western Area Power Agency","Southwest Gas Corporation","2014","       0.000000","       0.000000","       4.311247","       0.000000","       0.000000","       0.000000","       4.311247"
"Western Area Power Agency","Southwest Gas Corporation","2014","       0.000000","      28.793589","       0.000000","       0.000000","       0.000000","       0.000000","      28.793589"
"Western Area Power Agency","Southwest Gas Corporation","2014","       0.000000","       0.000000","       0.000000","       5.221635","       0.000000","       0.000000","       5.221635"
"Western Area Power Agency","Southwest Gas Corporation","2014","       0.000000","       0.000000","       0.000000","       0.000000","       0.521685","       0.000000","       0.521685"
"Western Area Power Agency","Southwest Gas Corporation","2014","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      82.506610","      82.506610"
"Western Area Power Agency","Southwest Gas Corporation","2014","       0.063290","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.063290"
"Western Area Power Agency","Southwest Gas Corporation","2015","       0.073441","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.073441"
"Western Area Power Agency","Southwest Gas Corporation","2015","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      88.105113","      88.105113"
"Western Area Power Agency","Southwest Gas Corporation","2015","       0.000000","       0.000000","       0.000000","       0.000000","       0.569690","       0.000000","       0.569690"
"Western Area Power Agency","Southwest Gas Corporation","2015","       0.000000","       0.000000","       0.000000","       5.442999","       0.000000","       0.000000","       5.442999"
"Western Area Power Agency","Southwest Gas Corporation","2015","       0.000000","      29.868232","       0.000000","       0.000000","       0.000000","       0.000000","      29.868232"
"Western Area Power Agency","Southwest Gas Corporation","2015","       0.000000","       0.000000","       4.756923","       0.000000","       0.000000","       0.000000","       4.756923"
"Western Area Power Agency","Southwest Gas Corporation","2016","       0.000000","       0.000000","       5.918896","       0.000000","       0.000000","       0.000000","       5.918896"
"Western Area Power Agency","Southwest Gas Corporation","2016","       0.000000","      30.162979","       0.000000","       0.000000","       0.000000","       0.000000","      30.162979"
"Western Area Power Agency","Southwest Gas Corporation","2016","       0.000000","       0.000000","       0.000000","       6.319694","       0.000000","       0.000000","       6.319694"
"Western Area Power Agency","Southwest Gas Corporation","2016","       0.000000","       0.000000","       0.000000","       0.000000","       0.610493","       0.000000","       0.610493"
"Western Area Power Agency","Southwest Gas Corporation","2016","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      92.026514","      92.026514"
"Western Area Power Agency","Southwest Gas Corporation","2016","       0.068292","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.068292"
"Western Area Power Agency","Southwest Gas Corporation","2017","       0.068175","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.068175"
"Western Area Power Agency","Southwest Gas Corporation","2017","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      96.194067","      96.194067"
"Western Area Power Agency","Southwest Gas Corporation","2017","       0.000000","       0.000000","       0.000000","       0.000000","       0.610804","       0.000000","       0.610804"
"Western Area Power Agency","Southwest Gas Corporation","2017","       0.000000","       0.000000","       0.000000","       6.552699","       0.000000","       0.000000","       6.552699"
"Western Area Power Agency","Southwest Gas Corporation","2017","       0.000000","      31.447499","       0.000000","       0.000000","       0.000000","       0.000000","      31.447499"
"Western Area Power Agency","Southwest Gas Corporation","2017","       0.000000","       0.000000","       4.660616","       0.000000","       0.000000","       0.000000","       4.660616"
"Western Area Power Agency","Southwest Gas Corporation","2018","       0.000000","       0.000000","       5.250479","       0.000000","       0.000000","       0.000000","       5.250479"
"Western Area Power Agency","Southwest Gas Corporation","2018","       0.000000","      30.269966","       0.000000","       0.000000","       0.000000","       0.000000","      30.269966"
"Western Area Power Agency","Southwest Gas Corporation","2018","       0.000000","       0.000000","       0.000000","       6.525010","       0.000000","       0.000000","       6.525010"
"Western Area Power Agency","Southwest Gas Corporation","2018","       0.000000","       0.000000","       0.000000","       0.000000","       0.574178","       0.000000","       0.574178"
"Western Area Power Agency","Southwest Gas Corporation","2018","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","      91.625855","      91.625855"
"Western Area Power Agency","Southwest Gas Corporation","2018","       0.057381","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.057381"
"Western Area Power Agency","Southwest Gas Corporation","2019","       0.065336","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.065336"
"Western Area Power Agency","Southwest Gas Corporation","2019","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","     106.862146","     106.862146"
"Western Area Power Agency","Southwest Gas Corporation","2019","       0.000000","       0.000000","       0.000000","       0.000000","       0.718334","       0.000000","       0.718334"
"Western Area Power Agency","Southwest Gas Corporation","2019","       0.000000","       0.000000","       0.000000","       6.590746","       0.000000","       0.000000","       6.590746"
"Western Area Power Agency","Southwest Gas Corporation","2019","       0.000000","      33.314147","       0.000000","       0.000000","       0.000000","       0.000000","      33.314147"
"Western Area Power Agency","Southwest Gas Corporation","2019","       0.000000","       0.000000","       5.477600","       0.000000","       0.000000","       0.000000","       5.477600"
